,ID,AGE,Ethnicity,Married,Family Size,Education1,Education2,Income,Language,Education,Coffee,Hot Tea,Iced Tea,Egg Salad,Pickles,Corned Beef
483,31610.0,85.0,3,1,2,0,4,5,1,4,8.0,1.0,2.0,8.0,5.0,1.0
484,31611.0,8.0,1,0,5,1,0,10,1,1,1.0,1.0,1.0,1.0,4.0,9.0
485,31612.0,2.0,3,0,4,0,0,6,1,0,1.0,1.0,1.0,1.0,7.0,5.0
488,31615.0,47.0,1,3,6,0,4,8,1,4,8.0,1.0,6.0,8.0,2.0,3.0
489,31616.0,10.0,5,0,5,4,0,7,1,4,1.0,3.0,8.0,1.0,1.0,1.0
490,31617.0,16.0,1,5,7,10,0,8,1,10,1.0,1.0,4.0,1.0,5.0,7.0
493,31620.0,53.0,2,3,3,0,4,5,1,4,8.0,3.0,1.0,8.0,1.0,1.0
498,31625.0,63.0,1,1,2,0,1,5,2,1,6.0,7.0,1.0,6.0,1.0,1.0
499,31626.0,2.0,4,0,6,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,6.0
500,31627.0,19.0,3,5,3,15,0,6,1,15,7.0,1.0,1.0,7.0,8.0,6.0
502,31629.0,19.0,3,5,1,15,0,4,1,15,8.0,5.0,5.0,8.0,1.0,1.0
504,31631.0,8.0,1,0,4,2,0,13,2,2,1.0,1.0,1.0,1.0,1.0,1.0
505,31632.0,2.0,5,0,4,0,0,2,1,0,1.0,1.0,1.0,1.0,2.0,4.0
506,31633.0,85.0,3,2,1,0,2,5,1,2,5.0,4.0,1.0,5.0,88.0,88.0
509,31636.0,72.0,4,2,2,0,1,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0
510,31637.0,13.0,3,0,7,7,0,11,1,7,1.0,1.0,2.0,1.0,1.0,1.0
511,31638.0,22.0,3,5,5,0,5,11,1,5,3.0,1.0,2.0,3.0,7.0,1.0
512,31639.0,22.0,1,5,6,0,2,5,1,2,1.0,1.0,1.0,1.0,1.0,7.0
514,31641.0,17.0,4,5,6,10,0,8,1,10,88.0,88.0,88.0,88.0,88.0,5.0
515,31642.0,2.0,5,0,4,0,0,6,1,0,1.0,1.0,1.0,1.0,1.0,6.0
516,31643.0,16.0,4,5,4,10,0,7,1,10,3.0,1.0,1.0,3.0,5.0,1.0
518,31645.0,12.0,4,0,4,5,0,6,1,5,1.0,1.0,1.0,1.0,8.0,9.0
522,31649.0,47.0,3,1,4,0,5,7,1,5,1.0,2.0,2.0,1.0,1.0,1.0
524,31651.0,17.0,1,5,7,11,0,77,2,11,7.0,5.0,3.0,7.0,3.0,2.0
525,31652.0,23.0,3,1,4,0,4,11,1,4,1.0,1.0,6.0,1.0,1.0,3.0
527,31654.0,11.0,3,0,6,5,0,11,1,5,1.0,1.0,1.0,1.0,1.0,1.0
528,31655.0,6.0,1,0,5,0,0,11,1,0,1.0,1.0,1.0,1.0,5.0,4.0
529,31656.0,3.0,2,0,6,0,0,3,1,0,1.0,1.0,1.0,1.0,1.0,4.0
531,31658.0,46.0,4,6,1,0,4,11,1,4,3.0,4.0,5.0,3.0,3.0,1.0
533,31660.0,10.0,1,0,4,4,0,6,2,4,3.0,1.0,1.0,3.0,1.0,1.0
535,31662.0,44.0,1,4,4,0,3,4,1,3,7.0,2.0,4.0,7.0,5.0,3.0
536,31663.0,76.0,3,1,2,0,3,6,1,3,1.0,1.0,3.0,1.0,2.0,2.0
537,31664.0,12.0,3,0,4,6,0,11,1,6,1.0,1.0,1.0,1.0,1.0,1.0
539,31666.0,39.0,4,5,1,0,3,1,1,3,5.0,2.0,5.0,5.0,5.0,2.0
541,31668.0,85.0,3,2,1,0,4,4,1,4,3.0,5.0,5.0,3.0,6.0,1.0
542,31669.0,25.0,1,1,5,0,3,6,2,3,7.0,1.0,1.0,7.0,2.0,2.0
543,31670.0,7.0,4,0,6,0,0,3,1,0,1.0,1.0,1.0,1.0,1.0,4.0
544,31671.0,11.0,1,0,3,4,0,2,1,4,5.0,2.0,1.0,5.0,3.0,2.0
545,31672.0,17.0,1,5,6,11,0,12,1,11,3.0,3.0,5.0,3.0,5.0,5.0
546,31673.0,3.0,1,0,6,0,0,8,2,0,1.0,1.0,1.0,1.0,1.0,1.0
547,31674.0,28.0,3,1,4,0,4,10,1,4,1.0,1.0,1.0,1.0,7.0,1.0
551,31678.0,2.0,1,0,4,0,0,9,1,0,1.0,1.0,1.0,1.0,1.0,2.0
553,31680.0,24.0,1,6,5,0,2,3,2,2,7.0,1.0,1.0,7.0,4.0,1.0
558,31685.0,14.0,3,5,5,7,0,11,1,7,2.0,7.0,8.0,2.0,1.0,1.0
562,31689.0,16.0,4,5,5,8,0,2,1,8,1.0,1.0,5.0,1.0,2.0,2.0
565,31692.0,14.0,3,5,3,8,0,11,1,8,1.0,2.0,2.0,1.0,2.0,1.0
567,31694.0,14.0,3,5,5,8,0,11,1,8,1.0,2.0,3.0,1.0,2.0,2.0
570,31697.0,3.0,1,0,5,0,0,77,1,0,1.0,1.0,1.0,1.0,1.0,8.0
571,31698.0,14.0,4,5,2,9,0,9,1,9,1.0,2.0,7.0,1.0,5.0,2.0
572,31699.0,31.0,4,1,3,0,4,7,1,4,1.0,1.0,3.0,1.0,3.0,7.0
573,31700.0,36.0,1,6,5,0,3,5,2,3,7.0,1.0,1.0,7.0,5.0,1.0
574,31701.0,11.0,4,0,4,5,0,6,1,5,1.0,1.0,1.0,1.0,8.0,9.0
575,31702.0,22.0,5,5,1,0,4,6,1,4,3.0,2.0,2.0,3.0,6.0,6.0
576,31703.0,44.0,4,1,4,0,5,7,1,5,6.0,1.0,88.0,6.0,6.0,6.0
578,31705.0,2.0,1,0,7,0,0,6,1,0,1.0,1.0,1.0,1.0,1.0,3.0
579,31706.0,45.0,3,1,5,0,5,11,1,5,1.0,1.0,1.0,1.0,2.0,5.0
580,31707.0,75.0,3,1,2,0,3,7,1,3,8.0,4.0,4.0,8.0,2.0,2.0
581,31708.0,29.0,1,1,6,0,2,4,2,2,4.0,1.0,1.0,4.0,5.0,7.0
582,31709.0,39.0,3,1,4,0,3,10,1,3,8.0,1.0,1.0,8.0,3.0,7.0
583,31710.0,42.0,3,1,3,0,4,8,1,4,7.0,2.0,1.0,7.0,2.0,7.0
584,31711.0,23.0,4,1,4,0,3,5,1,3,2.0,3.0,3.0,2.0,6.0,1.0
585,31712.0,31.0,4,5,7,0,2,8,1,2,2.0,1.0,2.0,2.0,2.0,9.0
587,31714.0,21.0,1,6,4,0,2,9,2,2,3.0,3.0,6.0,3.0,2.0,7.0
590,31717.0,45.0,2,1,6,0,1,3,2,1,3.0,8.0,7.0,3.0,7.0,6.0
591,31718.0,18.0,4,5,5,10,0,6,1,10,2.0,1.0,2.0,2.0,6.0,7.0
592,31719.0,10.0,5,0,1,4,0,11,1,4,1.0,1.0,1.0,1.0,1.0,4.0
594,31721.0,62.0,4,2,1,0,4,6,1,4,3.0,3.0,3.0,3.0,8.0,5.0
595,31722.0,9.0,3,0,4,2,0,11,1,2,1.0,1.0,3.0,1.0,8.0,2.0
597,31724.0,37.0,5,1,3,0,5,11,1,5,8.0,4.0,1.0,8.0,4.0,3.0
598,31725.0,48.0,1,1,3,0,3,4,2,3,5.0,5.0,1.0,5.0,4.0,6.0
600,31727.0,2.0,1,0,6,0,0,9,1,0,1.0,1.0,1.0,1.0,1.0,3.0
602,31729.0,80.0,3,2,5,0,3,11,1,3,7.0,3.0,1.0,7.0,1.0,5.0
603,31730.0,11.0,4,0,4,4,0,6,1,4,1.0,1.0,2.0,1.0,6.0,1.0
604,31731.0,12.0,1,0,4,6,0,9,2,6,1.0,1.0,1.0,1.0,1.0,5.0
605,31732.0,53.0,4,1,2,0,3,11,1,3,3.0,7.0,1.0,3.0,1.0,1.0
607,31734.0,64.0,1,3,2,0,4,11,1,4,7.0,4.0,5.0,7.0,7.0,7.0
609,31736.0,79.0,4,2,1,0,1,5,1,1,8.0,1.0,6.0,8.0,2.0,1.0
610,31737.0,19.0,1,5,2,15,0,4,1,15,3.0,2.0,3.0,3.0,5.0,1.0
611,31738.0,4.0,1,0,6,0,0,3,1,0,1.0,1.0,4.0,1.0,10.0,1.0
612,31739.0,27.0,3,1,4,0,4,6,1,4,5.0,1.0,1.0,5.0,4.0,7.0
613,31740.0,28.0,5,1,2,0,5,11,1,5,1.0,7.0,1.0,1.0,1.0,1.0
614,31741.0,75.0,4,1,5,0,4,7,1,4,6.0,1.0,88.0,6.0,88.0,88.0
615,31742.0,25.0,3,5,2,0,4,5,1,4,7.0,3.0,2.0,7.0,7.0,2.0
616,31743.0,8.0,1,0,5,1,0,10,1,1,3.0,1.0,5.0,3.0,8.0,6.0
617,31744.0,65.0,3,1,2,0,2,8,1,2,7.0,3.0,3.0,7.0,2.0,2.0
618,31745.0,14.0,4,5,6,7,0,3,1,7,1.0,1.0,3.0,1.0,4.0,4.0
619,31746.0,77.0,3,2,4,0,1,5,1,1,1.0,6.0,6.0,1.0,8.0,8.0
621,31748.0,50.0,3,1,3,0,4,2,1,4,9.0,5.0,5.0,9.0,7.0,5.0
624,31751.0,25.0,3,5,3,0,3,3,1,3,2.0,1.0,8.0,2.0,1.0,8.0
626,31753.0,8.0,1,0,3,2,0,8,1,2,1.0,3.0,2.0,1.0,1.0,2.0
627,31754.0,8.0,1,0,6,2,0,5,2,2,1.0,1.0,1.0,1.0,4.0,5.0
629,31756.0,13.0,3,0,7,6,0,6,1,6,1.0,2.0,2.0,1.0,4.0,4.0
634,31761.0,5.0,4,0,4,0,0,4,1,0,1.0,1.0,1.0,1.0,7.0,8.0
635,31762.0,70.0,1,2,5,0,1,3,2,1,7.0,1.0,2.0,7.0,2.0,5.0
637,31764.0,51.0,1,3,1,0,3,9,1,3,7.0,1.0,1.0,7.0,2.0,4.0
638,31765.0,70.0,3,1,2,0,4,11,1,4,8.0,2.0,2.0,8.0,88.0,3.0
639,31766.0,6.0,1,0,7,0,0,0,2,0,1.0,88.0,1.0,1.0,1.0,1.0
641,31768.0,13.0,1,0,5,6,0,7,2,6,1.0,1.0,1.0,1.0,4.0,4.0
645,31772.0,14.0,4,5,6,8,0,7,1,8,1.0,1.0,2.0,1.0,5.0,8.0
647,31774.0,5.0,4,0,4,0,0,8,1,0,1.0,1.0,1.0,1.0,1.0,2.0
651,31778.0,41.0,4,3,1,0,4,13,1,4,88.0,88.0,88.0,88.0,2.0,88.0
652,31779.0,55.0,1,6,6,0,1,1,2,1,9.0,1.0,5.0,9.0,1.0,1.0
653,31780.0,12.0,3,0,5,6,0,11,1,6,1.0,1.0,1.0,1.0,7.0,1.0
654,31781.0,58.0,4,1,4,0,4,6,1,4,8.0,1.0,3.0,8.0,1.0,1.0
657,31784.0,7.0,4,0,6,1,0,11,1,1,1.0,1.0,2.0,1.0,5.0,5.0
658,31785.0,83.0,3,2,1,0,4,9,1,4,4.0,2.0,3.0,4.0,4.0,2.0
660,31787.0,58.0,3,5,1,0,4,3,1,4,9.0,1.0,4.0,9.0,8.0,4.0
662,31789.0,53.0,1,3,1,0,3,11,1,3,8.0,2.0,2.0,8.0,2.0,5.0
664,31791.0,12.0,4,0,5,6,0,9,1,6,1.0,7.0,1.0,1.0,1.0,7.0
665,31792.0,11.0,5,0,4,4,0,11,1,4,1.0,1.0,1.0,1.0,4.0,1.0
666,31793.0,27.0,1,5,6,0,1,6,2,1,3.0,1.0,1.0,3.0,3.0,1.0
667,31794.0,14.0,4,5,4,7,0,7,1,7,1.0,1.0,2.0,1.0,1.0,2.0
668,31795.0,60.0,1,1,3,0,1,6,1,1,7.0,7.0,1.0,7.0,1.0,1.0
669,31796.0,60.0,4,1,5,0,2,11,1,2,7.0,3.0,4.0,7.0,6.0,10.0
670,31797.0,8.0,2,0,7,2,0,2,2,2,1.0,1.0,1.0,1.0,7.0,4.0
672,31799.0,47.0,3,1,5,0,5,11,1,5,8.0,2.0,2.0,8.0,4.0,6.0
673,31800.0,60.0,3,3,1,0,3,10,1,3,1.0,6.0,5.0,1.0,5.0,1.0
675,31802.0,60.0,3,1,3,0,3,10,1,3,1.0,3.0,4.0,1.0,6.0,6.0
680,31807.0,57.0,2,3,1,0,5,11,1,5,8.0,3.0,5.0,8.0,7.0,4.0
681,31808.0,79.0,3,1,2,0,5,12,1,5,5.0,4.0,5.0,5.0,2.0,6.0
684,31811.0,10.0,3,0,3,2,0,5,1,2,1.0,1.0,5.0,1.0,1.0,2.0
686,31813.0,47.0,1,3,2,0,4,2,1,4,3.0,9.0,8.0,3.0,5.0,4.0
687,31814.0,58.0,3,1,2,0,4,3,1,4,1.0,1.0,1.0,1.0,8.0,5.0
689,31816.0,26.0,3,1,4,0,4,8,1,4,7.0,3.0,2.0,7.0,5.0,1.0
690,31817.0,6.0,1,0,5,0,0,11,1,0,1.0,3.0,7.0,1.0,2.0,1.0
691,31818.0,4.0,3,0,2,0,0,3,1,0,1.0,1.0,3.0,1.0,6.0,3.0
692,31819.0,16.0,1,5,6,9,0,6,1,9,1.0,1.0,1.0,1.0,5.0,3.0
693,31820.0,58.0,1,5,3,0,2,7,1,2,1.0,1.0,1.0,1.0,1.0,1.0
694,31821.0,25.0,3,1,3,0,4,8,1,4,1.0,1.0,1.0,1.0,1.0,1.0
695,31822.0,28.0,3,1,3,0,4,11,1,4,1.0,4.0,5.0,1.0,2.0,2.0
696,31823.0,14.0,4,5,3,8,0,4,1,8,2.0,1.0,7.0,2.0,5.0,2.0
698,31825.0,4.0,5,0,4,0,0,6,1,0,1.0,1.0,1.0,1.0,1.0,4.0
700,31827.0,46.0,4,5,1,0,2,5,1,2,8.0,3.0,2.0,8.0,5.0,6.0
702,31829.0,4.0,4,0,4,0,0,77,1,0,1.0,1.0,4.0,1.0,9.0,5.0
703,31830.0,62.0,1,1,2,0,3,3,1,3,5.0,5.0,3.0,5.0,7.0,5.0
704,31831.0,46.0,3,1,4,0,3,11,1,3,8.0,1.0,1.0,8.0,2.0,2.0
705,31832.0,5.0,1,0,5,0,0,8,1,0,1.0,1.0,1.0,1.0,1.0,2.0
708,31835.0,9.0,4,0,4,3,0,5,1,3,3.0,4.0,3.0,3.0,3.0,88.0
709,31836.0,7.0,1,0,6,0,0,5,2,0,1.0,1.0,1.0,1.0,5.0,4.0
710,31837.0,24.0,1,1,4,0,2,4,2,2,1.0,1.0,1.0,1.0,4.0,1.0
713,31840.0,19.0,3,5,3,11,0,3,1,11,1.0,1.0,1.0,1.0,3.0,3.0
714,31841.0,2.0,3,0,5,0,0,1,1,0,1.0,1.0,1.0,1.0,6.0,5.0
716,31843.0,54.0,4,1,3,0,4,11,1,4,1.0,5.0,5.0,1.0,5.0,3.0
720,31847.0,35.0,3,1,4,0,4,9,1,4,8.0,2.0,7.0,8.0,5.0,3.0
721,31848.0,16.0,3,5,5,10,0,11,1,10,6.0,3.0,3.0,6.0,5.0,7.0
722,31849.0,9.0,3,0,3,3,0,10,1,3,1.0,1.0,1.0,1.0,1.0,9.0
723,31850.0,18.0,5,6,7,13,0,7,1,13,88.0,2.0,10.0,88.0,8.0,4.0
729,31856.0,5.0,3,0,6,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,2.0
730,31857.0,74.0,3,2,1,0,4,8,1,4,4.0,3.0,3.0,4.0,1.0,5.0
731,31858.0,37.0,4,1,6,0,3,8,1,3,1.0,2.0,4.0,1.0,4.0,1.0
732,31859.0,46.0,3,1,2,0,4,10,1,4,1.0,1.0,6.0,1.0,3.0,2.0
734,31861.0,22.0,5,6,1,0,5,11,1,5,5.0,2.0,2.0,5.0,2.0,1.0
735,31862.0,12.0,4,0,2,5,0,8,1,5,1.0,1.0,3.0,1.0,1.0,5.0
737,31864.0,14.0,4,5,4,9,0,8,1,9,1.0,1.0,5.0,1.0,1.0,2.0
738,31865.0,6.0,1,0,4,0,0,6,2,0,1.0,1.0,1.0,1.0,8.0,5.0
739,31866.0,10.0,4,0,7,4,0,7,1,4,1.0,1.0,1.0,1.0,1.0,6.0
740,31867.0,12.0,5,0,3,6,0,9,1,6,1.0,3.0,1.0,1.0,2.0,4.0
743,31870.0,21.0,3,1,2,0,4,6,1,4,1.0,2.0,3.0,1.0,3.0,1.0
744,31871.0,23.0,1,1,5,0,2,13,2,2,4.0,5.0,1.0,4.0,1.0,5.0
745,31872.0,9.0,4,0,2,4,0,7,1,4,88.0,88.0,88.0,88.0,88.0,88.0
747,31874.0,29.0,1,1,5,0,2,11,1,2,7.0,2.0,2.0,7.0,6.0,5.0
749,31876.0,3.0,4,0,7,0,0,3,1,0,1.0,1.0,4.0,1.0,5.0,5.0
750,31877.0,62.0,4,3,1,0,4,6,1,4,7.0,1.0,3.0,7.0,7.0,5.0
751,31878.0,55.0,1,1,2,0,4,11,1,4,8.0,3.0,3.0,8.0,2.0,3.0
753,31880.0,16.0,1,5,3,10,0,2,1,10,3.0,1.0,1.0,3.0,1.0,8.0
754,31881.0,5.0,3,0,6,0,0,11,1,0,2.0,3.0,88.0,2.0,3.0,3.0
755,31882.0,16.0,3,5,2,11,0,5,1,11,1.0,1.0,1.0,1.0,1.0,2.0
757,31884.0,15.0,3,5,5,8,0,7,1,8,3.0,3.0,3.0,3.0,7.0,5.0
758,31885.0,6.0,3,0,6,0,0,11,1,0,1.0,1.0,1.0,1.0,6.0,5.0
759,31886.0,13.0,3,0,4,6,0,11,1,6,1.0,1.0,2.0,1.0,4.0,1.0
760,31887.0,5.0,4,0,5,0,0,11,1,0,1.0,2.0,1.0,1.0,1.0,1.0
763,31890.0,11.0,3,0,4,5,0,9,1,5,1.0,1.0,6.0,1.0,5.0,7.0
765,31892.0,18.0,1,5,4,13,0,9,1,13,5.0,1.0,1.0,5.0,3.0,7.0
766,31893.0,81.0,3,1,2,0,4,7,1,4,8.0,5.0,1.0,8.0,5.0,1.0
767,31894.0,61.0,1,1,4,0,4,5,2,4,2.0,2.0,1.0,2.0,1.0,2.0
768,31895.0,74.0,3,1,2,0,5,11,1,5,9.0,1.0,1.0,9.0,4.0,2.0
770,31897.0,79.0,3,1,2,0,4,6,1,4,6.0,1.0,1.0,6.0,3.0,1.0
771,31898.0,73.0,3,2,2,0,5,7,1,5,8.0,2.0,1.0,8.0,1.0,2.0
776,31903.0,73.0,3,1,2,0,5,10,1,5,8.0,2.0,2.0,8.0,2.0,2.0
778,31905.0,16.0,3,5,5,10,0,11,1,10,8.0,9.0,1.0,8.0,6.0,6.0
780,31907.0,15.0,1,5,5,9,0,9,1,9,1.0,1.0,2.0,1.0,4.0,1.0
781,31908.0,4.0,1,0,3,0,0,3,1,0,2.0,3.0,2.0,2.0,6.0,8.0
782,31909.0,17.0,5,5,2,11,0,11,1,11,1.0,1.0,3.0,1.0,7.0,4.0
786,31913.0,48.0,3,1,2,0,4,11,1,4,1.0,1.0,1.0,1.0,7.0,1.0
787,31914.0,51.0,3,1,3,0,3,7,1,3,7.0,1.0,88.0,7.0,8.0,7.0
792,31919.0,18.0,3,5,4,11,0,9,1,11,6.0,4.0,5.0,6.0,3.0,1.0
794,31921.0,20.0,3,5,3,0,3,11,1,3,4.0,1.0,3.0,4.0,2.0,4.0
796,31923.0,65.0,4,1,2,0,3,10,1,3,7.0,5.0,2.0,7.0,3.0,2.0
797,31924.0,20.0,3,4,5,0,2,10,1,2,1.0,3.0,10.0,1.0,10.0,8.0
799,31926.0,51.0,3,1,4,0,3,7,1,3,1.0,1.0,6.0,1.0,5.0,8.0
800,31927.0,4.0,4,0,2,0,0,4,1,0,1.0,1.0,1.0,1.0,1.0,8.0
802,31929.0,20.0,4,4,6,0,4,7,1,4,1.0,1.0,3.0,1.0,1.0,3.0
804,31931.0,16.0,3,5,6,9,0,11,1,9,1.0,1.0,2.0,1.0,1.0,3.0
805,31932.0,11.0,4,0,7,3,0,8,1,3,88.0,88.0,88.0,88.0,6.0,6.0
809,31936.0,22.0,3,5,2,0,3,3,1,3,6.0,1.0,1.0,6.0,5.0,1.0
812,31939.0,41.0,4,4,1,0,4,7,1,4,7.0,1.0,3.0,7.0,2.0,4.0
813,31940.0,9.0,4,0,4,3,0,3,1,3,1.0,1.0,1.0,1.0,6.0,7.0
816,31943.0,65.0,3,2,1,0,5,7,1,5,1.0,4.0,1.0,1.0,6.0,2.0
817,31944.0,66.0,3,5,1,0,4,6,1,4,8.0,3.0,7.0,8.0,1.0,2.0
818,31945.0,67.0,3,6,1,0,1,4,1,1,10.0,2.0,1.0,10.0,3.0,5.0
822,31949.0,6.0,5,0,4,0,0,9,1,0,1.0,3.0,2.0,1.0,10.0,1.0
824,31951.0,15.0,1,5,4,9,0,11,1,9,3.0,3.0,3.0,3.0,2.0,2.0
825,31952.0,9.0,1,0,5,2,0,9,1,2,1.0,1.0,1.0,1.0,1.0,2.0
826,31953.0,33.0,3,6,1,0,5,11,1,5,1.0,5.0,3.0,1.0,5.0,2.0
830,31957.0,16.0,1,5,7,9,0,6,1,9,1.0,1.0,2.0,1.0,5.0,1.0
833,31960.0,56.0,1,1,3,0,1,4,2,1,1.0,1.0,1.0,1.0,1.0,1.0
834,31961.0,29.0,4,6,1,0,3,1,1,3,8.0,1.0,1.0,8.0,5.0,6.0
835,31962.0,54.0,1,4,1,0,3,12,1,3,8.0,1.0,4.0,8.0,2.0,2.0
837,31964.0,77.0,3,1,2,0,5,5,1,5,8.0,1.0,1.0,8.0,9.0,2.0
840,31967.0,63.0,4,3,5,0,2,7,1,2,7.0,3.0,4.0,7.0,3.0,6.0
842,31969.0,13.0,4,0,5,6,0,2,1,6,2.0,1.0,3.0,2.0,5.0,1.0
843,31970.0,19.0,3,5,1,12,0,12,1,12,3.0,7.0,8.0,3.0,2.0,3.0
844,31971.0,15.0,1,5,5,9,0,8,1,9,1.0,1.0,3.0,1.0,1.0,3.0
845,31972.0,73.0,3,1,2,0,2,9,1,2,8.0,3.0,6.0,8.0,7.0,5.0
848,31975.0,51.0,3,3,2,0,4,2,1,4,7.0,7.0,1.0,7.0,3.0,1.0
850,31977.0,15.0,1,5,4,8,0,4,1,8,3.0,1.0,1.0,3.0,5.0,1.0
851,31978.0,46.0,3,1,3,0,4,11,1,4,10.0,1.0,8.0,10.0,6.0,2.0
852,31979.0,51.0,3,5,1,0,5,7,1,5,1.0,5.0,4.0,1.0,8.0,3.0
854,31981.0,15.0,4,5,3,8,0,3,1,8,1.0,1.0,1.0,1.0,4.0,1.0
855,31982.0,15.0,4,5,3,9,0,6,1,9,1.0,2.0,3.0,1.0,4.0,1.0
856,31983.0,22.0,1,5,4,0,2,0,1,2,2.0,1.0,1.0,2.0,7.0,1.0
857,31984.0,5.0,3,0,4,0,0,9,1,0,1.0,1.0,1.0,1.0,1.0,2.0
859,31986.0,13.0,4,0,3,6,0,2,1,6,1.0,1.0,3.0,1.0,1.0,4.0
864,31991.0,33.0,1,4,4,0,4,5,1,4,1.0,1.0,1.0,1.0,2.0,1.0
865,31992.0,81.0,3,1,2,0,4,6,1,4,5.0,5.0,1.0,5.0,2.0,3.0
866,31993.0,61.0,4,3,3,0,4,7,1,4,7.0,4.0,5.0,7.0,2.0,2.0
868,31995.0,14.0,4,5,5,8,0,9,1,8,3.0,1.0,1.0,3.0,3.0,2.0
869,31996.0,28.0,1,1,6,0,2,7,1,2,7.0,1.0,1.0,7.0,1.0,1.0
873,32000.0,16.0,4,5,4,10,0,6,1,10,3.0,3.0,5.0,3.0,4.0,2.0
874,32001.0,41.0,5,1,3,0,4,8,1,4,6.0,1.0,4.0,6.0,8.0,3.0
875,32002.0,4.0,3,0,5,0,0,3,1,0,1.0,2.0,3.0,1.0,6.0,1.0
876,32003.0,77.0,3,2,1,0,3,8,1,3,8.0,2.0,3.0,8.0,4.0,3.0
877,32004.0,13.0,3,0,2,7,0,9,1,7,8.0,8.0,8.0,8.0,1.0,1.0
880,32007.0,55.0,3,1,3,0,3,6,1,3,9.0,1.0,9.0,9.0,10.0,8.0
881,32008.0,62.0,5,1,2,0,3,7,1,3,7.0,1.0,1.0,7.0,2.0,6.0
883,32010.0,6.0,1,0,5,0,0,6,1,0,1.0,1.0,1.0,1.0,1.0,1.0
884,32011.0,74.0,4,1,2,0,4,7,1,4,4.0,7.0,7.0,4.0,6.0,1.0
885,32012.0,30.0,4,5,2,0,4,12,1,4,2.0,1.0,2.0,2.0,1.0,4.0
886,32013.0,58.0,3,1,2,0,5,11,1,5,1.0,2.0,3.0,1.0,1.0,1.0
887,32014.0,59.0,3,3,1,0,4,10,1,4,8.0,2.0,4.0,8.0,4.0,1.0
888,32015.0,60.0,4,2,1,0,4,6,1,4,7.0,3.0,3.0,7.0,2.0,2.0
891,32018.0,17.0,1,5,5,10,0,7,1,10,3.0,3.0,1.0,3.0,3.0,3.0
892,32019.0,16.0,4,5,5,10,0,11,1,10,1.0,2.0,1.0,1.0,2.0,3.0
895,32022.0,70.0,1,1,2,0,1,77,2,1,7.0,1.0,1.0,7.0,1.0,1.0
897,32024.0,47.0,3,1,5,0,2,11,1,2,9.0,4.0,6.0,9.0,3.0,3.0
899,32026.0,16.0,4,5,6,10,0,7,1,10,1.0,1.0,88.0,1.0,1.0,88.0
903,32030.0,80.0,3,1,2,0,2,4,1,2,7.0,5.0,99.0,7.0,99.0,4.0
905,32032.0,2.0,1,0,5,0,0,4,1,0,1.0,1.0,1.0,1.0,8.0,5.0
906,32033.0,16.0,1,5,6,9,0,6,1,9,7.0,1.0,9.0,7.0,3.0,1.0
908,32035.0,60.0,4,1,2,0,4,7,1,4,1.0,2.0,3.0,1.0,5.0,4.0
909,32036.0,44.0,3,1,6,0,3,11,1,3,3.0,3.0,3.0,3.0,1.0,5.0
910,32037.0,34.0,1,1,4,0,1,5,2,1,1.0,1.0,1.0,1.0,4.0,4.0
912,32039.0,77.0,3,1,2,0,3,3,1,3,7.0,2.0,1.0,7.0,5.0,4.0
913,32040.0,25.0,3,5,3,0,5,11,1,5,1.0,1.0,4.0,1.0,7.0,6.0
914,32041.0,2.0,1,0,4,0,0,10,1,0,1.0,1.0,1.0,1.0,1.0,7.0
915,32042.0,66.0,4,2,1,0,2,6,1,2,1.0,5.0,3.0,1.0,1.0,1.0
916,32043.0,6.0,4,0,7,0,0,8,1,0,1.0,1.0,1.0,1.0,4.0,8.0
919,32046.0,33.0,4,5,1,0,4,8,1,4,1.0,1.0,1.0,1.0,2.0,2.0
920,32047.0,16.0,1,5,3,9,0,7,1,9,1.0,1.0,1.0,1.0,5.0,6.0
921,32048.0,29.0,3,3,2,0,4,10,1,4,8.0,3.0,8.0,8.0,2.0,1.0
922,32049.0,10.0,1,0,4,3,0,11,1,3,1.0,1.0,1.0,1.0,1.0,4.0
923,32050.0,15.0,1,5,7,9,0,99,2,9,8.0,1.0,1.0,8.0,1.0,88.0
924,32051.0,13.0,4,0,5,7,0,11,1,7,2.0,3.0,3.0,2.0,1.0,2.0
927,32054.0,2.0,1,0,4,0,0,2,2,0,1.0,1.0,1.0,1.0,1.0,6.0
930,32057.0,12.0,4,0,5,5,0,7,1,5,2.0,2.0,3.0,2.0,9.0,3.0
931,32058.0,7.0,4,0,2,0,0,3,1,0,1.0,3.0,5.0,1.0,8.0,1.0
933,32060.0,3.0,1,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,1.0
934,32061.0,79.0,3,2,1,0,3,11,1,3,1.0,9.0,1.0,1.0,99.0,1.0
935,32062.0,73.0,1,6,2,0,1,2,1,1,7.0,1.0,5.0,7.0,5.0,5.0
938,32065.0,8.0,2,0,4,2,0,0,2,2,1.0,1.0,9.0,1.0,1.0,1.0
939,32066.0,65.0,4,6,1,0,2,11,1,2,1.0,1.0,1.0,1.0,3.0,3.0
940,32067.0,22.0,3,6,1,0,3,9,1,3,2.0,1.0,1.0,2.0,4.0,1.0
